Altium Designer Pick and Place Locations
C:\Users\strat\Desktop\SinglePhaseInverter (12-13-2023 2-28-42 PM)\Project Outputs for SinglePhaseInverter\Pick Place for UNIFI_SinglePhaseInverter.txt

========================================================================================================================
File Design Information:

Date:       20/12/23
Time:       17:20
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

Designator Comment                Layer       Footprint                   Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                               
FB3_2      BLM18KG260TN1D         TopLayer    BLM18EG101TH1D              5261.811      8088.583      0        "Ferrite Bead"                                                                                                                            
DS1_3      LTST-C170KRKT          TopLayer    LTST-C170KRKT_V             5039.370      10220.472     0        "LED Red, 75 mW, 54 mcd, -55 to 85 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                                  
DS1_4      LTST-C170KRKT          TopLayer    LTST-C170KRKT_V             5031.496      12007.874     0        "LED Red, 75 mW, 54 mcd, -55 to 85 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                                  
DS1_1      LTST-C170KRKT          TopLayer    LTST-C170KRKT_V             5070.866      6188.976      0        "LED Red, 75 mW, 54 mcd, -55 to 85 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                                  
DS1_2      LTST-C170KRKT          TopLayer    LTST-C170KRKT_V             5074.803      7972.441      0        "LED Red, 75 mW, 54 mcd, -55 to 85 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                                  
D6_3       LTST-C170GKT           TopLayer    FP-LTST-C170GKT-MFG         5049.213      10070.866     0        "LED GREEN CLEAR SMD"                                                                                                                     
D6_4       LTST-C170GKT           TopLayer    FP-LTST-C170GKT-MFG         5041.339      11858.268     0        "LED GREEN CLEAR SMD"                                                                                                                     
D6_1       LTST-C170GKT           TopLayer    FP-LTST-C170GKT-MFG         5066.929      6035.433      0        "LED GREEN CLEAR SMD"                                                                                                                     
D6_2       LTST-C170GKT           TopLayer    FP-LTST-C170GKT-MFG         5074.803      7818.898      0        "LED GREEN CLEAR SMD"                                                                                                                     
D5_3       CMSH1-100M_TR13_PBFREE TopLayer    DIOM5226X262N               5960.630      10238.189     270      "Schottky Diode"                                                                                                                          
D5_4       CMSH1-100M_TR13_PBFREE TopLayer    DIOM5226X262N               5952.756      12025.591     270      "Schottky Diode"                                                                                                                          
D5_1       CMSH1-100M_TR13_PBFREE TopLayer    DIOM5226X262N               5992.126      6206.693      270      "Schottky Diode"                                                                                                                          
D5_2       CMSH1-100M_TR13_PBFREE TopLayer    DIOM5226X262N               5994.095      7988.189      270      "Schottky Diode"                                                                                                                          
D4_3       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              6188.976      10484.252     0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D4_4       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              6181.102      12271.654     0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D4_1       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              6220.472      6452.756      0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D4_2       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              6222.441      8234.252      0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D3_3       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              5921.260      10480.315     0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D3_4       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              5913.386      12267.717     0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D3_1       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              5952.756      6448.819      0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D3_2       US1K-13-F              BottomLayer DIOD-SMA-2_A_V              5954.725      8230.315      0        "Ultra-Fast Rectifier, 1 A, 1.7 V, -65 to 150 degC, 2-Pin SMD, RoHS, Tape and Reel"                                                       
D2_3       1N4148W-7-F            BottomLayer DIOD-SOD123-2_V             6236.221      9976.378      180      "Fast Switching Diode, 100 V, 0.15 A,?-65 to 150 degC,?2-Pin?SOD123,?RoHS,?Tape and Reel"                                                 
D2_4       1N4148W-7-F            BottomLayer DIOD-SOD123-2_V             6228.346      11763.780     180      "Fast Switching Diode, 100 V, 0.15 A,?-65 to 150 degC,?2-Pin?SOD123,?RoHS,?Tape and Reel"                                                 
D2_1       1N4148W-7-F            BottomLayer DIOD-SOD123-2_V             6267.717      5944.882      180      "Fast Switching Diode, 100 V, 0.15 A,?-65 to 150 degC,?2-Pin?SOD123,?RoHS,?Tape and Reel"                                                 
D2_2       1N4148W-7-F            BottomLayer DIOD-SOD123-2_V             6269.685      7726.378      180      "Fast Switching Diode, 100 V, 0.15 A,?-65 to 150 degC,?2-Pin?SOD123,?RoHS,?Tape and Reel"                                                 
C48_3      C0805C331K3GACTU       TopLayer    C0805                       5263.779      10070.866     180      Capacitor                                                                                                                                 
C48_4      C0805C331K3GACTU       TopLayer    C0805                       5240.158      11858.268     180      Capacitor                                                                                                                                 
C48_1      C0805C331K3GACTU       TopLayer    C0805                       5287.402      6039.370      180      Capacitor                                                                                                                                 
C48_2      C0805C331K3GACTU       TopLayer    C0805                       5283.465      7818.898      180      Capacitor                                                                                                                                 
C47_3      C0805C331K3GACTU       BottomLayer C0805                       5452.756      9846.457      180      Capacitor                                                                                                                                 
C47_4      C0805C331K3GACTU       BottomLayer C0805                       5444.882      11633.858     180      Capacitor                                                                                                                                 
C47_1      C0805C331K3GACTU       BottomLayer C0805                       5484.252      5814.961      180      Capacitor                                                                                                                                 
C47_2      C0805C331K3GACTU       BottomLayer C0805                       5486.221      7596.457      180      Capacitor                                                                                                                                 
C46_3      C0805C331K3GACTU       TopLayer    C0805                       5279.528      9803.150      180      Capacitor                                                                                                                                 
C46_4      C0805C331K3GACTU       TopLayer    C0805                       5259.842      11582.677     180      Capacitor                                                                                                                                 
C46_1      C0805C331K3GACTU       TopLayer    C0805                       5303.150      5791.339      180      Capacitor                                                                                                                                 
C46_2      C0805C331K3GACTU       TopLayer    C0805                       5326.772      7551.181      180      Capacitor                                                                                                                                 
C45_3      C2012X7R1H475K125AE    TopLayer    CAPC2012X145N               5960.630      9854.331      270      Capacitor                                                                                                                                 
C45_4      C2012X7R1H475K125AE    TopLayer    CAPC2012X145N               5952.756      11641.732     270      Capacitor                                                                                                                                 
C45_1      C2012X7R1H475K125AE    TopLayer    CAPC2012X145N               5992.126      5822.835      270      Capacitor                                                                                                                                 
C45_2      C2012X7R1H475K125AE    TopLayer    CAPC2012X145N               5994.095      7604.331      270      Capacitor                                                                                                                                 
C44_3      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5881.890      9854.331      270      Capacitor                                                                                                                                 
C44_4      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5874.016      11641.732     270      Capacitor                                                                                                                                 
C44_1      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5913.386      5822.835      270      Capacitor                                                                                                                                 
C44_2      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5915.354      7604.331      270      Capacitor                                                                                                                                 
C42_3      C0805C331K3GACTU       TopLayer    C0805                       5275.591      9893.701      180      Capacitor                                                                                                                                 
C42_4      C0805C331K3GACTU       TopLayer    C0805                       5244.095      11677.165     180      Capacitor                                                                                                                                 
C42_1      C0805C331K3GACTU       TopLayer    C0805                       5299.213      5874.016      180      Capacitor                                                                                                                                 
C42_2      C0805C331K3GACTU       TopLayer    C0805                       5314.961      7645.669      180      Capacitor                                                                                                                                 
C41_3      08053A470KAT2A         TopLayer    CAPC2013X94N                5114.173      9909.449      270      Capacitor                                                                                                                                 
C41_4      08053A470KAT2A         TopLayer    CAPC2013X94N                5106.299      11696.850     270      Capacitor                                                                                                                                 
C41_1      08053A470KAT2A         TopLayer    CAPC2013X94N                5145.669      5877.953      270      Capacitor                                                                                                                                 
C41_2      08053A470KAT2A         TopLayer    CAPC2013X94N                5147.638      7659.449      270      Capacitor                                                                                                                                 
C40_3      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5901.575      10153.543     0        Capacitor                                                                                                                                 
C40_4      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5893.701      11940.945     0        Capacitor                                                                                                                                 
C40_1      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5933.071      6122.047      0        Capacitor                                                                                                                                 
C40_2      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5935.039      7903.543      0        Capacitor                                                                                                                                 
C38_3      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5901.575      10232.283     0        Capacitor                                                                                                                                 
C38_4      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5893.701      12019.685     0        Capacitor                                                                                                                                 
C38_1      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5933.071      6200.787      0        Capacitor                                                                                                                                 
C38_2      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5935.039      7982.284      0        Capacitor                                                                                                                                 
C37_3      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5492.126      10346.457     180      Capacitor                                                                                                                                 
C37_4      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5484.252      12141.732     180      Capacitor                                                                                                                                 
C37_1      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5527.559      6318.898      180      Capacitor                                                                                                                                 
C37_2      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5519.685      8098.425      180      Capacitor                                                                                                                                 
C36_3      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5480.315      10425.197     180      Capacitor                                                                                                                                 
C36_4      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5476.378      12212.598     180      Capacitor                                                                                                                                 
C36_1      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5519.685      6393.701      180      Capacitor                                                                                                                                 
C36_2      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5519.685      8169.291      180      Capacitor                                                                                                                                 
C35_3      VJ0805A271JXBAC        BottomLayer CAPC2013X145X48LL20T23      5796.260      10374.016     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 270pF 100volts C0G 5%"                                                                      
C35_4      VJ0805A271JXBAC        BottomLayer CAPC2013X145X48LL20T23      5767.717      12169.291     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 270pF 100volts C0G 5%"                                                                      
C35_1      VJ0805A271JXBAC        BottomLayer CAPC2013X145X48LL20T23      5807.087      6299.213      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 270pF 100volts C0G 5%"                                                                      
C35_2      VJ0805A271JXBAC        BottomLayer CAPC2013X145X48LL20T23      5783.465      8082.677      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 270pF 100volts C0G 5%"                                                                      
C34_3      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5669.291      10881.890     180      Capacitor                                                                                                                                 
C34_4      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5657.480      12665.354     180      Capacitor                                                                                                                                 
C34_1      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5681.102      6854.331      180      Capacitor                                                                                                                                 
C34_2      VJ0805Y104KXBAT        TopLayer    CAPC2012X145N               5685.039      8629.921      180      Capacitor                                                                                                                                 
C33_3      GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               5669.291      10791.339     180      Capacitor                                                                                                                                 
C33_4      GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               5657.480      12574.803     180      Capacitor                                                                                                                                 
C33_1      GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               5696.850      6767.717      180      Capacitor                                                                                                                                 
C33_2      GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               5702.756      8533.465      180      Capacitor                                                                                                                                 
C32_3      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5692.913      10586.614     180      Capacitor                                                                                                                                 
C32_4      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5681.102      12385.827     180      Capacitor                                                                                                                                 
C32_1      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5740.158      6570.866      180      Capacitor                                                                                                                                 
C32_2      C2012X7R1H475K125AE    BottomLayer CAPC2012X145N               5720.472      8322.835      180      Capacitor                                                                                                                                 
C31_3      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5692.913      10507.874     180      Capacitor                                                                                                                                 
C31_4      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5681.102      12307.087     180      Capacitor                                                                                                                                 
C31_1      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5740.158      6496.063      180      Capacitor                                                                                                                                 
C31_2      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5720.472      8255.906      180      Capacitor                                                                                                                                 
C30_3      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5259.842      10625.984     0        Capacitor                                                                                                                                 
C30_4      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5267.717      12409.449     0        Capacitor                                                                                                                                 
C30_1      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5259.842      6574.803      0        Capacitor                                                                                                                                 
C30_2      GCJ21BC72A105KE02L     BottomLayer CAPC2012X150N               5259.842      8362.205      0        Capacitor                                                                                                                                 
C29_3      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5267.717      10791.339     0        Capacitor                                                                                                                                 
C29_4      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5267.717      12586.614     0        Capacitor                                                                                                                                 
C29_1      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5271.654      6791.339      0        Capacitor                                                                                                                                 
C29_2      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5271.654      8555.118      0        Capacitor                                                                                                                                 
C28_3      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5795.276      10791.339     180      Capacitor                                                                                                                                 
C28_4      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5779.528      12574.803     180      Capacitor                                                                                                                                 
C28_1      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5826.772      6767.717      180      Capacitor                                                                                                                                 
C28_2      VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               5826.772      8535.433      180      Capacitor                                                                                                                                 
C27_3      GRM21BD72A225ME01K     TopLayer    CAPC2012X145N               5795.276      10881.890     180      Capacitor                                                                                                                                 
C27_4      GRM21BD72A225ME01K     TopLayer    CAPC2012X145N               5779.528      12665.354     180      Capacitor                                                                                                                                 
C27_1      GRM21BD72A225ME01K     TopLayer    CAPC2012X145N               5803.150      6854.331      180      Capacitor                                                                                                                                 
C27_2      GRM21BD72A225ME01K     TopLayer    CAPC2012X145N               5822.835      8629.921      180      Capacitor                                                                                                                                 
J11        HEADER_HSEC8_180_VERT  TopLayer    F28377D_HEADER180           1885.828      6911.061      270      "180 pin (120 + 60) HSEC8 socket, samtec"                                                                                                 
Z2         SZMM3Z15VT1GX          BottomLayer SOD2512X110N                15074.803     7531.496      180      "Zener Diode"                                                                                                                             
Z1         SZMM3Z15VT1GX          BottomLayer SOD2512X110N                18437.008     11696.850     180      "Zener Diode"                                                                                                                             
TP49       S1751-46               TopLayer    S175146                     12787.402     3791.339      180      "Test Point"                                                                                                                              
TP48       S1751-46               TopLayer    S175146                     13383.465     3608.268      270      "Test Point"                                                                                                                              
TP42       S1751-46               TopLayer    S175146                     797.244       10677.165     180      "Test Point"                                                                                                                              
TP41       S1751-46               TopLayer    S175146                     2066.929      10685.039     0        "Test Point"                                                                                                                              
TP40       S1751-46               TopLayer    S175146                     4883.975      2984.252      0        "Test Point"                                                                                                                              
TP39       S1751-46               TopLayer    S175146                     685.039       4240.158      180      "Test Point"                                                                                                                              
TP38       S1751-46               TopLayer    S175146                     3748.032      5661.417      180      "Test Point"                                                                                                                              
TP37       S1751-46               TopLayer    S175146                     3129.921      4118.110      270      "Test Point"                                                                                                                              
TP36       S1751-46               TopLayer    S175146                     4015.748      7629.921      0        "Test Point"                                                                                                                              
TP35       S1751-46               TopLayer    S175146                     9649.606      3279.528      90       "Test Point"                                                                                                                              
TP34       S1751-46               TopLayer    S175146                     3543.307      3996.063      0        "Test Point"                                                                                                                              
TP33       S1751-46               TopLayer    S175146                     9442.913      2940.945      90       "Test Point"                                                                                                                              
TP32       S1751-46               TopLayer    S175146                     10507.874     3092.520      270      "Test Point"                                                                                                                              
TP31       S1751-46               TopLayer    S175146                     4450.904      2797.244      0        "Test Point"                                                                                                                              
TP30       S1751-46               TopLayer    S175146                     3350.394      3007.874      0        "Test Point"                                                                                                                              
TP29       S1751-46               TopLayer    S175146                     732.283       3066.929      90       "Test Point"                                                                                                                              
TP16       S1751-46               TopLayer    S175146                     12614.173     3145.669      180      "Test Point"                                                                                                                              
TP15       S1751-46               TopLayer    S175146                     13303.150     3145.669      0        "Test Point"                                                                                                                              
TP8        S1751-46               TopLayer    S175146                     1407.480      11484.252     90       "Test Point"                                                                                                                              
TP7        S1751-46               TopLayer    S175146                     1220.473      11395.669     90       "Test Point"                                                                                                                              
TP6        S1751-46               TopLayer    S175146                     1964.567      10933.071     0        "Test Point"                                                                                                                              
TP5        S1751-46               TopLayer    S175146                     2590.551      11681.102     0        "Test Point"                                                                                                                              
TP4        S1751-46               TopLayer    S175146                     2275.590      11606.299     0        "Test Point"                                                                                                                              
TP3        S1751-46               TopLayer    S175146                     2301.181      11010.236     0        "Test Point"                                                                                                                              
TP2        S1751-46               TopLayer    S175146                     2622.047      11059.055     0        "Test Point"                                                                                                                              
TP1_1      S1751-46               TopLayer    S175146                     16381.890     10787.402     270      "Test Point"                                                                                                                              
R135       ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)           3799.213      5830.709      180      Resistor                                                                                                                                  
R134       ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)           3691.929      7834.646      180      Resistor                                                                                                                                  
R43        ERJ-6GEYJ101V          TopLayer    RESC2012X70N                673.228       10901.575     0        Resistor                                                                                                                                  
R84        CW0105R000JE73         TopLayer    RESAD8570W107L4762D952      12685.039     8927.165      180      Resistor                                                                                                                                  
R80        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           16600.394     13206.693     180      Resistor                                                                                                                                  
R79        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           16600.394     13413.386     180      Resistor                                                                                                                                  
R71        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           16600.394     13620.079     180      Resistor                                                                                                                                  
R70        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           17023.622     13206.693     180      Resistor                                                                                                                                  
R69        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           17023.622     13413.386     180      Resistor                                                                                                                                  
R68        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           17023.622     13620.079     180      Resistor                                                                                                                                  
R67        CRCW08052K00FKEBC      BottomLayer RESC2012X50N                15476.378     7925.197      0        Resistor                                                                                                                                  
R66        ERJ-U06F75R0V          BottomLayer ERJS06_U06_(0805)           15444.882     8149.606      180      Resistor                                                                                                                                  
R65        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           17437.008     13206.693     180      Resistor                                                                                                                                  
R64        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           17437.008     13413.386     180      Resistor                                                                                                                                  
R63        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           17437.008     13620.079     180      Resistor                                                                                                                                  
R62        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           15043.307     13539.370     0        Resistor                                                                                                                                  
R61        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           15043.307     13332.677     0        Resistor                                                                                                                                  
R60        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           15043.307     13125.984     0        Resistor                                                                                                                                  
R59        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           14620.079     13539.370     0        Resistor                                                                                                                                  
R58        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           14618.110     13333.661     0        Resistor                                                                                                                                  
R57        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           14620.079     13125.984     0        Resistor                                                                                                                                  
R56        CRCW08052K00FKEBC      BottomLayer RESC2012X50N                18925.197     11574.803     0        Resistor                                                                                                                                  
R55        ERJ-U06F75R0V          BottomLayer ERJS06_U06_(0805)           18925.197     11779.528     180      Resistor                                                                                                                                  
R54        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           14206.693     13539.370     0        Resistor                                                                                                                                  
R53        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           14202.756     13336.338     0        Resistor                                                                                                                                  
R52        ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)           14200.787     13135.827     0        Resistor                                                                                                                                  
R51        ERJ6GEYJ201V           TopLayer    RESC2012X70N                11078.740     3309.055      90       Resistor                                                                                                                                  
R50        CRCW08052K00FKEBC      TopLayer    RESC2012X50N                9088.583      2980.315      270      Resistor                                                                                                                                  
R49        CRCW08052K00FKEBC      TopLayer    RESC2012X50N                10901.575     3141.732      90       Resistor                                                                                                                                  
R48        ERJ-6GEYJ121V          TopLayer    RESC2013X70X40LL20T20       12978.346     3057.087      0        "Thick Film Resistors - SMD 0805 120ohms 5% AEC-Q200"                                                                                     
R47        ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)           12744.094     3444.882      270      Resistor                                                                                                                                  
R46        ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)           13086.614     3562.008      270      Resistor                                                                                                                                  
R28        RK73H2ATTD8201F        TopLayer    RESC2012X60N                976.378       11244.094     90       Resistor                                                                                                                                  
R27        ERJ-6GEYJ332V          TopLayer    RESC2012X70N                1061.024      11307.480     270      Resistor                                                                                                                                  
R26        ERJ-6GEYJ332V          TopLayer    RESC2012X70N                834.646       11079.134     90       Resistor                                                                                                                                  
R25        RK73H2ATTD8201F        TopLayer    RESC2012X60N                677.165       11043.307     0        Resistor                                                                                                                                  
R24        RK73H2ATTD4301F        TopLayer    RESC2012X60N                1377.953      10937.008     270      Resistor                                                                                                                                  
R22        CR0805-JW-120ELF       TopLayer    RESC2012X60N                2291.339      11374.409     180      Resistor                                                                                                                                  
R21        ERJ-T08J104V           TopLayer    RESC3116X70N                2582.677      11421.260     180      Resistor                                                                                                                                  
R20        ERJ-T08J104V           TopLayer    RESC3116X70N                2779.528      11421.260     180      Resistor                                                                                                                                  
R18        CRCW08052K00FKEBC      TopLayer    RESC2012X50N                1535.433      11133.858     270      Resistor                                                                                                                                  
R17        ERJ-T08J560V           TopLayer    RESC3116X70N                2429.134      11315.354     90       "Resistor Thick Film Resistors - SMD 120 OHM .1% 25PPM"                                                                                   
R16        CRCW08052K00FKEBC      TopLayer    RESC2012X50N                1444.882      11106.299     270      Resistor                                                                                                                                  
R15        RK73H2ATTD4301F        TopLayer    RESC2012X60N                1362.205      11102.362     90       Resistor                                                                                                                                  
R14        CR0805-JW-120ELF       TopLayer    RESC2012X60N                2293.307      11256.299     180      Resistor                                                                                                                                  
R13        ERJ-T08J104V           TopLayer    RESC3116X70N                2590.551      11236.220     180      Resistor                                                                                                                                  
R12        ERJ-T08J104V           TopLayer    RESC3116X70N                2787.402      11236.220     180      Resistor                                                                                                                                  
R10_2      CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                15238.188     9437.008      0        Resistor                                                                                                                                  
R10_1      CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17559.055     9244.095      90       Resistor                                                                                                                                  
R9_2       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                14883.858     9437.008      0        Resistor                                                                                                                                  
R9_1       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17559.055     8889.764      90       Resistor                                                                                                                                  
R8_2       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                14509.842     9437.008      0        Resistor                                                                                                                                  
R8_1       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17559.055     8515.748      90       Resistor                                                                                                                                  
R7_2       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                14135.826     9437.008      0        Resistor                                                                                                                                  
R7_1       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17559.055     8141.733      90       Resistor                                                                                                                                  
R6_2       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                15238.189     9734.252      0        Resistor                                                                                                                                  
R6_1       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17881.890     9240.157      90       Resistor                                                                                                                                  
R5_2       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                14887.795     9734.252      0        Resistor                                                                                                                                  
R5_1       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17881.890     8889.764      90       Resistor                                                                                                                                  
R4_2       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                14513.780     9734.252      0        Resistor                                                                                                                                  
R4_1       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17881.890     8515.748      90       Resistor                                                                                                                                  
R3_2       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                14139.764     9734.252      0        Resistor                                                                                                                                  
R3_1       CHV2512AFX-1004ELF     TopLayer    RESC6432X75N                17881.890     8141.732      90       Resistor                                                                                                                                  
R2_1       ERJ6GEYJ102V           TopLayer    RESC2012X70N                16224.409     10539.370     0        Resistor                                                                                                                                  
R1_1       ERJ6GEYJ102V           TopLayer    RESC2012X70N                16066.929     10539.370     0        Resistor                                                                                                                                  
Q5         STN4NF06L              BottomLayer SOT230P700X190-4N           15507.874     7685.039      270      "MOSFET (N-Channel)"                                                                                                                      
Q4         STN4NF06L              BottomLayer SOT230P700X190-4N           19173.228     11507.874     0        "MOSFET (N-Channel)"                                                                                                                      
PS5        V7805-2000             TopLayer    V78052000                   3553.149      3510.353      90       "Power Supply"                                                                                                                            
PS2        MDS01M-05              TopLayer    MDS01M05                    2209.449      12516.142     0        "Power Supply"                                                                                                                            
L3         AGP4233-154ME          TopLayer    AGP4233154ME                9222.441      10732.283     0        Inductor                                                                                                                                  
L2         AGP4233-153ME          TopLayer    AGP4233153ME                13606.299     7282.677      0        Inductor                                                                                                                                  
L1         AGP4233-153ME          TopLayer    AGP4233153ME                14473.228     10724.409     90       Inductor                                                                                                                                  
K2         HE1AN-W-DC12V-Y6       TopLayer    HE1ANWDC12VY6               15561.024     7320.866      0        "Relay or Contactor"                                                                                                                      
K1         HE1AN-W-DC12V-Y6       TopLayer    HE1ANWDC12VY6               17421.260     11903.543     0        "Relay or Contactor"                                                                                                                      
J65        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             795.276       7389.371      270      Connector                                                                                                                                 
J62        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             788.976       8674.409      270      Connector                                                                                                                                 
J58        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             795.276       7922.441      270      Connector                                                                                                                                 
J55        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             787.402       9201.969      270      Connector                                                                                                                                 
J53        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             2418.504      5440.945      0        Connector                                                                                                                                 
J52        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             2422.441      5677.165      0        Connector                                                                                                                                 
J51        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             2438.189      5925.197      0        Connector                                                                                                                                 
